panel_uid,source_record_id,source_doi,source_doi_url,paper_title,figure_id,panel_id,panel_label,panel_type_anchoring,panel_type_curve_extraction,plot_area_box_cropped,x_axis_label,x_axis_units,x_axis_type,x_tick_labels,y_axis_label,y_axis_units,y_axis_type,y_tick_labels,legend_entries,raw_curve_count_current_response,publication_included_panel,analysis_bucket,relevance_group,reaction_type_publication,final_HER_category,curve_family_publication,measurement_configuration_publication,electrolyte_text_publication,enrich_reaction_type_panel,enrich_electrolyte_family_panel,enrich_electrolyte_text_panel,enrich_curve_family_panel,enrich_measurement_configuration_panel,panel_enrichment_manual_review_required
batch0/case18/figure_4__panel_a,batch0/case18,10.1002/adma.202515697,https://doi.org/10.1002/adma.202515697,Direct Writing of Oxygen-Doped Mo2C Enabled by Low-Temperature Laser Deposition for High-Performance Acidic Hydrogen Evolution Reaction,figure_4,a,a,polarization_curve_plot,polarization_curve,"[89,24,446,293]",Potential,V vs. RHE,linear,"[""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current density,A/cm^2,linear,"[""0.0"",""-0.2"",""-0.4"",""-0.6"",""-0.8"",""-1.0""]","[""Pt/C"",""MC-3"",""MC-2"",""MC-1""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,lsv,three_electrode_half_cell,False
batch0/case19/figure_4__panel_a,batch0/case19,10.1002/adma.202517922,https://doi.org/10.1002/adma.202517922,Amorphous/Crystalline Heterojunction Engineered High-Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,figure_4,a,a,line_plot,lsv,"[80,16,411,286]",E (V vs. RHE),V vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",j (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Pt/C"",""RST-Fresh"",""RST-300°C"",""RST-600°C""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch0/case19/figure_4__panel_g,batch0/case19,10.1002/adma.202517922,https://doi.org/10.1002/adma.202517922,Amorphous/Crystalline Heterojunction Engineered High-Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,figure_4,g,g,polarization_curve_line_plot,polarization curve,"[98,21,429,291]",E,V vs. RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",j,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""Initial"",""After 2000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,polarization_curve,three_electrode_half_cell,False
batch0/case20/figure_3__panel_a,batch0/case20,10.1002/adma.202519840,https://doi.org/10.1002/adma.202519840,Precision-Engineered Electronic Modulation of Ruthenium Clusters and Single Atoms on Vacancy-Rich b1-MoC1-x Enables Efficient Electrocatalytic Water Splitting | Precision-Engineered Electronic Modulation of Ruthenium Clusters and Single Atoms on Vacancy-Rich α-MoC1-x Enables Efficient Electrocatalytic Water Splitting,figure_3,a,a,multi-series polarization curve line plot,polarization,"[73.0,25.0,436.0,314.0]",Potential (V vs RHE),V vs RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50"",""-60"",""-70"",""-80"",""-90"",""-100""]","[""1%-RuSA/α-MoC1-x/C"",""2%-RuCS/SA/α-MoC1-x/C"",""3%-RuCS/SA/α-MoC1-x/C"",""4%-RuCS/SA/α-MoC1-x/C"",""20% Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch0/case21/figure_4__panel_a,batch0/case21,10.1002/adma.202523202,https://doi.org/10.1002/adma.202523202,Boron Vacancy Enhanced Ru-Mo Electron Bridge as an Efficient Electrocatalyst for Anion Exchange Membrane Electrolysis | Boron Vacancy Enhanced Ru─Mo Electron Bridge as an Efficient Electrocatalyst for Anion Exchange Membrane Electrolysis,figure_4,a,(a),LSV polarization plot,lsv_polarization,"[71,36,406,313]",E,V (vs. RHE),linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0"",""0.1""]",j,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""MoB"",""MoB-BV"",""Ru/MoB"",""Ru/MoB-BV"",""Pt/C"",""Ru/C""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch0/case21/figure_6__panel_a,batch0/case21,10.1002/adma.202523202,https://doi.org/10.1002/adma.202523202,Boron Vacancy Enhanced Ru-Mo Electron Bridge as an Efficient Electrocatalyst for Anion Exchange Membrane Electrolysis | Boron Vacancy Enhanced Ru─Mo Electron Bridge as an Efficient Electrocatalyst for Anion Exchange Membrane Electrolysis,figure_6,a,(a),electrochemical j-E scatter plot,lsv/polarization plot,"[80,40,415,318]",E / V (vs. RHE),V (vs. RHE),linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0"",""0.1""]",j / mA cm^-2,mA cm^-2,linear,"[""0"",""-500"",""-1000""]","[""MoB"",""MoB-Bv"",""Ru/MoB"",""Ru/MoB-Bv"",""Pt/C"",""Ru/C""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,alkaline freshwater,HER,alkaline,alkaline freshwater,lsv,three_electrode_half_cell,False
batch0/case21/figure_6__panel_b,batch0/case21,10.1002/adma.202523202,https://doi.org/10.1002/adma.202523202,Boron Vacancy Enhanced Ru-Mo Electron Bridge as an Efficient Electrocatalyst for Anion Exchange Membrane Electrolysis | Boron Vacancy Enhanced Ru─Mo Electron Bridge as an Efficient Electrocatalyst for Anion Exchange Membrane Electrolysis,figure_6,b,(b),electrochemical polarization plot (j vs E),LSV polarization plot,"[95,40,430,318]",E / V (vs. RHE),V (vs. RHE),linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0"",""0.1""]",j / mA cm^-2,mA cm^-2,linear,"[""0"",""-500"",""-1000""]","[""MoB"",""MoB-Bv"",""Ru/MoB"",""Ru/MoB-Bv"",""Pt/C"",""Ru/C""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,True
batch0/case21/figure_6__panel_c,batch0/case21,10.1002/adma.202523202,https://doi.org/10.1002/adma.202523202,Boron Vacancy Enhanced Ru-Mo Electron Bridge as an Efficient Electrocatalyst for Anion Exchange Membrane Electrolysis | Boron Vacancy Enhanced Ru─Mo Electron Bridge as an Efficient Electrocatalyst for Anion Exchange Membrane Electrolysis,figure_6,c,(c),electrochemical j-E scatter plot,polarization curve,"[70.0,39.0,405.0,318.0]",E,V (vs. RHE),linear,"[""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",j,mA cm^-2,linear,"[""0"",""-100"",""-200"",""-300"",""-400"",""-500""]","[""MoB"",""MoB-Bv"",""Ru/MoB"",""Ru/MoB-Bv"",""Pt/C"",""Ru/C""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 M KOH + seawater,HER,saline_or_seawater,1 M KOH + seawater,polarization_curve,three_electrode_half_cell,True
batch0/case22/figure_2__panel_e,batch0/case22,10.1002/adma.72386,https://doi.org/10.1002/adma.72386,Theory-Guided Design of Ru-NiFe Cathode Catalysts for Anion Exchange Membrane Water Electrolysis at Large Electrode Scale | Theory-Guided Design of Ru–NiFe Cathode Catalysts for Anion Exchange Membrane Water Electrolysis at Large Electrode Scale,figure_2,e,(e),line_plot_with_error_bars,line chart,"[104,68,830,400]",j,mA cm^-2,linear,"[""10"",""30"",""50"",""70"",""100"",""130"",""150"",""170"",""200"",""230"",""250"",""270"",""300""]",Overpotential,mV,linear,"[""0"",""50"",""100"",""150"",""200"",""250"",""300"",""340""]","[""Ru-NiFe""]",1,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,alkaline electrolyte; exact composition not explicit in available local sources,HER,alkaline,alkaline electrolyte; exact composition not explicit in available local sources,polarization_curve,three_electrode_half_cell,False
batch0/case22/figure_4__panel_a,batch0/case22,10.1002/adma.72386,https://doi.org/10.1002/adma.72386,Theory-Guided Design of Ru-NiFe Cathode Catalysts for Anion Exchange Membrane Water Electrolysis at Large Electrode Scale | Theory-Guided Design of Ru–NiFe Cathode Catalysts for Anion Exchange Membrane Water Electrolysis at Large Electrode Scale,figure_4,a,(a),xy line plot,LSV polarization plot,"[90,24,437,305]",Potential,V vs.RHE,linear,"[""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0"",""0.1""]",j,mA cm^-2,linear,"[""0"",""-200"",""-400"",""-600""]","[""40%Pt/C"",""NiFe"",""Ru-NiFe"",""Fe foam""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,alkaline electrolyte,HER,alkaline,alkaline electrolyte,lsv,three_electrode_half_cell,False
batch0/case23/figure_3__panel_a,batch0/case23,10.1002/anie.202317622,https://doi.org/10.1002/anie.202317622,Constructing Interfacial Oxygen Vacancy and Ruthenium Lewis Acid-Base Pairs to Boost the Alkaline Hydrogen Evolution Reaction Kinetics | Constructing Interfacial Oxygen Vacancy and Ruthenium Lewis Acid–Base Pairs to Boost the Alkaline Hydrogen Evolution Reaction Kinetics,figure_3,a,a,xy line plot,polarization_curve,"[70.0,15.0,393.0,251.0]",Potential,V vs RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Ru/CeO2-600"",""Ru/CeO2-900"",""CeO2-δ"",""Pt/C"",""Ru/ac-CeO2-δ""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH electrolyte,HER,alkaline,1.0 M KOH electrolyte,polarization_curve,three_electrode_half_cell,False
batch0/case23/figure_3__panel_c,batch0/case23,10.1002/anie.202317622,https://doi.org/10.1002/anie.202317622,Constructing Interfacial Oxygen Vacancy and Ruthenium Lewis Acid-Base Pairs to Boost the Alkaline Hydrogen Evolution Reaction Kinetics | Constructing Interfacial Oxygen Vacancy and Ruthenium Lewis Acid–Base Pairs to Boost the Alkaline Hydrogen Evolution Reaction Kinetics,figure_3,c,c,2D line/scatter plot with large 3D inset,LSV,"[118,15,440,251]",Potential,V vs RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current Density,A g_M^-1,linear,"[""0"",""-2000"",""-4000"",""-6000"",""-8000""]","[""Pt/C"",""Ru/ac-CeO2-δ""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch0/case23/figure_3__panel_g,batch0/case23,10.1002/anie.202317622,https://doi.org/10.1002/anie.202317622,Constructing Interfacial Oxygen Vacancy and Ruthenium Lewis Acid-Base Pairs to Boost the Alkaline Hydrogen Evolution Reaction Kinetics | Constructing Interfacial Oxygen Vacancy and Ruthenium Lewis Acid–Base Pairs to Boost the Alkaline Hydrogen Evolution Reaction Kinetics,figure_3,g,g,2d Cartesian multi-series polarization curve plot,lsv,"[69.0,8.0,394.0,245.0]",Potential,V vs RHE,linear,"[""-0.15"",""-0.10"",""-0.05"",""0.00""]",Current Density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60""]","[""1st"",""2000th"",""5000th"",""10000th""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch0/case23/figure_3__panel_h,batch0/case23,10.1002/anie.202317622,https://doi.org/10.1002/anie.202317622,Constructing Interfacial Oxygen Vacancy and Ruthenium Lewis Acid-Base Pairs to Boost the Alkaline Hydrogen Evolution Reaction Kinetics | Constructing Interfacial Oxygen Vacancy and Ruthenium Lewis Acid–Base Pairs to Boost the Alkaline Hydrogen Evolution Reaction Kinetics,figure_3,h,h,2D Cartesian multi-series line/marker plot,lsv_polarization,"[93.0,11.0,416.0,248.0]",Potential,V vs RHE,linear,"[""-0.15"",""-0.10"",""-0.05"",""0.00""]",Current Density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60""]","[""1st"",""2000th"",""5000th"",""10000th""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,polarization_curve,three_electrode_half_cell,False
batch0/case24/figure_4__panel_a,batch0/case24,10.1002/anie.202319239,https://doi.org/10.1002/anie.202319239,Cobalt-based Co3Mo3N/Co4N/Co Metallic Heterostructure as a Highly Active Electrocatalyst for Alkaline Overall Water Splitting,figure_4,a,a,electrochemical polarization curve plot,lsv,"[87.0,15.0,503.0,346.0]",Potential,V vs.RHE,linear,"[""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",j,mA/cm^2,linear,"[""20"",""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Co4N/Co"",""Co3Mo3N/Co4N/Co-700"",""Co3Mo3N/Co4N/Co-750"",""Co3Mo3N/Co4N/Co-800"",""10% Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,polarization_curve,three_electrode_half_cell,False
batch0/case25/figure_4__panel_a,batch0/case25,10.1002/anie.202401819,https://doi.org/10.1002/anie.202401819,Enhancing Ni/Co Activity by Neighboring Pt Atoms in NiCoP/MXene Electrocatalyst for Alkaline Hydrogen Evolution,figure_4,a,a,line_plot,lsv_polarization_curves,"[104,41,552,403]",Potential,V vs. RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",j,mA cm^-2,linear,"[""0"",""-200"",""-400"",""-600"",""-800"",""-1000""]","[""1‰-Pt-NiCoP@MXene"",""NiCoP@MXene"",""Pt@MXene""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch0/case26/figure_4__panel_a,batch0/case26,10.1002/anie.202411125,https://doi.org/10.1002/anie.202411125,Hydrogen Evolution Reactivity of Pentagonal Carbon Rings and p-d Orbital Hybridization Effect with Ru,figure_4,a,a,polarization_curve_plot,polarization_curve,"[60.0,21.0,341.0,271.0]",E,V vs. RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",J,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40""]","[""Ru@PRC"",""Ru@HC"",""PRC"",""HC"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 M KOH solution,HER,alkaline,1 M KOH solution,polarization_curve,three_electrode_half_cell,False
batch0/case26/figure_4__panel_d,batch0/case26,10.1002/anie.202411125,https://doi.org/10.1002/anie.202411125,Hydrogen Evolution Reactivity of Pentagonal Carbon Rings and p-d Orbital Hybridization Effect with Ru,figure_4,d,d,electrochemical polarization line plot,polarization_curve,"[78,23,363,266]",E,V vs. RHE,linear,"[""-0.10"",""-0.05"",""0.00""]",J,mA cm^-2,linear,"[""0"",""-40""]","[""initial"",""after 3000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 M KOH solution,HER,alkaline,1 M KOH solution,polarization_curve,three_electrode_half_cell,False
batch0/case26/figure_4__panel_e,batch0/case26,10.1002/anie.202411125,https://doi.org/10.1002/anie.202411125,Hydrogen Evolution Reactivity of Pentagonal Carbon Rings and p-d Orbital Hybridization Effect with Ru,figure_4,e,e,electrochemical polarization curve line plot,polarization_curve,"[59,27,342,369]",E,V vs. RHE,linear,"[""-0.4"",""-0.2"",""0.0""]",J,mA cm^-2,linear,"[""0"",""-20""]","[""Ru@PRC"",""Ru@HC"",""PRC"",""HC"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4 solution,HER,acidic,0.5 M H2SO4 solution,polarization_curve,three_electrode_half_cell,False
batch0/case26/figure_4__panel_h,batch0/case26,10.1002/anie.202411125,https://doi.org/10.1002/anie.202411125,Hydrogen Evolution Reactivity of Pentagonal Carbon Rings and p-d Orbital Hybridization Effect with Ru,figure_4,h,h,electrochemical line plot with legend and inset,polarization_curve,"[89,6,372,250]",E (V vs. RHE),V vs. RHE,linear,"[""-0.20"",""-0.15"",""-0.10"",""-0.05"",""0.00""]",J (mA cm^-2),mA cm^-2,linear,"[""0"",""-40"",""-80""]","[""initial"",""after 3000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,durability_curve,three_electrode_half_cell,0.5 M H2SO4 solution,HER,acidic,0.5 M H2SO4 solution,durability_curve,three_electrode_half_cell,False
batch0/case26/figure_4__panel_i,batch0/case26,10.1002/anie.202411125,https://doi.org/10.1002/anie.202411125,Hydrogen Evolution Reactivity of Pentagonal Carbon Rings and p-d Orbital Hybridization Effect with Ru,figure_4,i,i,electrochemical polarization curve plot,polarization curves,"[58,23,345,274]",E (V vs. RHE),V vs. RHE,linear,"[""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",J (mA cm^-2),mA cm^-2,linear,"[""0"",""-5"",""-10"",""-15""]","[""Ru@PRC"",""Ru@HC"",""PRC"",""HC"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 M PBS solution,HER,buffered,1 M PBS solution,polarization_curve,three_electrode_half_cell,False
batch0/case26/figure_4__panel_l,batch0/case26,10.1002/anie.202411125,https://doi.org/10.1002/anie.202411125,Hydrogen Evolution Reactivity of Pentagonal Carbon Rings and p-d Orbital Hybridization Effect with Ru,figure_4,l,l,xy_line_plot_with_inset,electrochemical LSV,"[77,11,364,262]",E (V vs. RHE),V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",J (mA cm^-2),mA cm^-2,linear,"[""0"",""-10"",""-20""]","[""initial"",""after 3000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,durability_curve,three_electrode_half_cell,1 M PBS solution,HER,buffered,1 M PBS solution,durability_curve,three_electrode_half_cell,False
batch0/case27/figure_4__panel_a,batch0/case27,10.1002/anie.202414518,https://doi.org/10.1002/anie.202414518,Customizing Bonding Affinity with Multi-Intermediates via Interfacial Electron Capture to Boost Hydrogen Evolution in Alkaline Water Electrolysis,figure_4,a,a.,multi-series line plot,LSV/polarization,"[91,27,444,311]",Potential,V vs. RHE,linear,"[""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current Density,mA/cm^2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""WN-NiN/CFP"",""NiN/CFP"",""WN/CFP"",""Pt/C/CFP""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH solution,HER,alkaline,1 M KOH solution,lsv,three_electrode_half_cell,False
batch0/case28/figure_4__panel_a,batch0/case28,10.1002/anie.202414786,https://doi.org/10.1002/anie.202414786,Platinum-Group Metal High-Entropy Selenides for the Hydrogen Evolution Reaction,figure_4,a,a,multi-series polarization line plot,polarization_curve,"[104.0,40.0,657.0,527.0]",Potential,V vs. RHE,linear,"[""-0.25"",""-0.20"",""-0.15"",""-0.10"",""-0.05"",""0.00""]",Current density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100"",""-120"",""-140""]","[""Ru-Se"",""Rh-Se"",""Pd-Se"",""Ir-Se"",""Pt-Se"",""a-HE-Se""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M HClO4 aqueous solution,HER,acidic,1.0 M HClO4 aqueous solution,polarization_curve,three_electrode_half_cell,False
batch0/case28/figure_4__panel_f,batch0/case28,10.1002/anie.202414786,https://doi.org/10.1002/anie.202414786,Platinum-Group Metal High-Entropy Selenides for the Hydrogen Evolution Reaction,figure_4,f,f,line plot,polarization_curve,"[143,73,688,563]",Potential (V) vs. RHE,V,linear,"[""-0.25"",""-0.20"",""-0.15"",""-0.10"",""-0.05"",""0.00""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100"",""-120"",""-140""]","[""a-HE-Se"",""c-HE-Se""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M HClO4 aqueous solution,HER,acidic,1.0 M HClO4 aqueous solution,polarization_curve,three_electrode_half_cell,False
batch0/case29/figure_3__panel_a,batch0/case29,10.1002/anie.202415492,https://doi.org/10.1002/anie.202415492,High-Efficiency Photo-Assisted Large Current-Density Water Splitting with Mott-Schottky Heterojunctions,figure_3,a,a,HER LSV line plot,lsv,"[91.0,22.0,502.0,350.0]",Potential,V vs. RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-200"",""-400"",""-600"",""-800"",""-1000""]","[""FeCoNi-D"",""FeCoNi-L"",""MnWO4-D"",""MnWO4-L"",""MnWO4/FeCoNi-D"",""MnWO4/FeCoNi-L"",""Pt/C"",""Ti""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH electrolyte,HER,alkaline,1 M KOH electrolyte,lsv,three_electrode_half_cell,False
batch0/case30/figure_3__panel_a,batch0/case30,10.1002/anie.202503608,https://doi.org/10.1002/anie.202503608,Fullerene-Buffered Electron Shuttle of Ru/RuO2 with Switchable Active Sites Enables Robust and Efficient Bifunctional Alkaline Water Electrolysis,figure_3,a,a,2D line plot,lsv_curve_plot,"[80,19,421,293]",Potential,V vs RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",J,mA cm^-2,linear,"[""0.0"",""-40"",""-80"",""-120""]","[""Ru-RuO2/C60-x"",""Ru/C60-x"",""RuO2"",""20% Pt/C""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH aqueous solution,HER,alkaline,1 M KOH aqueous solution,lsv,three_electrode_half_cell,False
batch0/case31/figure_3__panel_a,batch0/case31,10.1002/anie.202503871,https://doi.org/10.1002/anie.202503871,Synergistic Effect of Boron and Oxygen Coordination on Ruthenium Clusters for Industrial Water Splitting in Alkaline Medium,figure_3,a,a,multi-series line plot,polarization_curves,"[79,22,430,315]",E-iR (V vs. RHE),V vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",j (mA cm^-2),mA cm^-2,linear,"[""0"",""-200"",""-400"",""-600"",""-800"",""-1000""]","[""RuC–B–O/rGO"",""RuC–B–O/G"",""B–O/rGO"",""20% Pt/C""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,polarization_curve,three_electrode_half_cell,False
